Summary,Text,City,State,Date,Month_Year Display,Month_Year ID,Year,Month,Time,Miss Lon/Lat,City_Lat,City_Long,Shape,Duration (days),durationHr,durationMin,durationSec,Duration,report_link,Abduct,Aliens,Area 51,Coverup,Craft,Disappear,Hover,Light,Memory,Object,Orbs,Blue,Green,Orange,Purple,Red,White,Yellow
Scary and very true,Scary and very true This happend awile back .  Me and my family were having a fire outside and were injoying the night sky when we heard a loud sound in the distance . It shook the ground it was a not a loud sound but a low roar like thunder.  We stood there a looking up to the sky for any sighn of lightning but it wasnt even cloudy . A few moments later the sound came again this time louder and with bright grey lights . The sound shook the ground so hard that you could feel it in your head .  We realized that the sound could not be thunder of any kind . We could not see through the trees where the gray light was coming from.  On the oppisite side of the tree line was a large cattle field.  We all figured thats where the light were coming from .  We have one old woman that lives down the road and she does not make any noise  so it couldnt have been a neighbor it was to loud and to powerful for a machine or anything of that nature . We all kind of started to worry so we went in the house after the second time we saw it .  As soon as we got in we felt the low roar and felt the floors in the house shake . I was standing by the window and it shook the house so hard a picture fell off the wall .  Again the lights were very bright and could be seen over the tree line and throught the windows of my home . The tree line was a ways off from my house so it was unbeleavible that something that far away could make enough energy to shake the walls and be as bright as it was . You could hear the cattle running behind the house to apparently get away from whatever was out there .  We considered calling the local police but did not because we thought it would be made fun of . This contiuned for another 30 mins or so then stopped . It would light the woods up like the middle of the day and shake the house and suddenly stop then do it again . This went on for about an hour .  I went out to see if i could find anything the next day but i found nothing . For nothing to be there was suprising because something was in the field that nigh! t . After that night i have contiued to see strange lights in the woods but no sounds . It always happens in the colder months for some reason . I havent asked my close neighbor about that night or if she ever see's lights or sounds coming from the woods but she never asked me so i suppose she was asleep that night Plus i dont want to worry her she lives alone and im sure it would scare her . I will post what i see from now on to let you when i see more lights or hear anything . ((NUFORC Note:  Witness indicates that the date of the sighting is approximate.  PD)),Lenoir,TN,2005-08-06,Aug 2005,200508,2005,8,00:00:00,1.00,35.9096,-81.5247,other,0.002083333,0.05,3,180.00,hour,http://www.nuforc.org/webreports/054/S54066.html,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
White Cross composed of 4 lights down and three across ocer my home in St. Petersburg Florida,"White Cross composed of 4 lights down and three across over my home in St. Petersburg Florida I have had numerous sightings with witnesses in my life, even a close encounter one with a witness one without.  I'm aware many have trouble believing this especially if they themselves have never seen anything.  I'm glad there has alway's been soemone next to me!  I have had less then a hand full of occasions in my life actual telepathic communication involving a sighting and other encounters.  On this particular night I was sitting in my living room and all of a sudden heard the words ""Eric ! Come out side we have something to show you !""  I told my two Son's to get their shoes on as we need to go out  side and see a UFO !   they did so did I.  I for what ever reason knew right where to look exactly   I don't know how I knew this,   I told the boys one 16 at the time the other 14 to look right up there and watch.  My youngest Son for some reason walked back toward the house and looked up at the sky and toward the home away from the scene.  Suddenly  four huge round lights proceeded to turn on  all straight down then three across turned on,  it was sort of like a flicker as it came on i.e.  a florescent light that is aging .   The lights were the size of a nickel held out at arms length possibly a dime.    They made no sound.  My Son watched it just as it was happening and we both had drawn exactly what we saw when we returned to go inside.     Then all of a sudden this light which was the shape of a thumb nail and the same size at arms length had illuminated directly to the left of this cross just as it has illuminated completely  !  This light was about one finger size length away from the cross to the left of the object and it was very bright as if a old style blue flash cube had went off !     Just then the cross began to shut its lights off just as fast as it turned them on in different order .   My Son for what ever reason did not see this part happen,  he may have looked down,  however I never looked away and saw everything !  The Cross was in the Eastern sky and almost directly overhead of my home.    The color of the circle  shaped  lights was white and it was perfectly inline and appeared to be in space , though I really do not have any reference to go by at the time,  only that this is what it looked like.    I would assume if this was a craft it would have to be miles long ! and left us with a sense of Aw  !  This cross was filmed by a Gentleman in South St. Petersburg on the same night as I heard about it on the radio,   he has refused to release the video from what I heard.  He said he was standing out front drinking beer with friends as it appeared and he happened to have his  camcorder.         I had a one plus a digital camera but did not have time to get them out of the box on the ground and did not want to take my eyes off of the cross as it had just finished lighting up and I was waiting for what it would do when the light next to it forced it to shut down .  I had immediately walked back up to the house and as I reached the steps I was hit with a really bad feeling as I felt much disbar about what happened   as if the feeling was sent down to me,.    What I felt like.  there was panic where the cross was and just then a second telepathic message came.  As I walked up my steps I stopped and heard  ""Eric,  we just cannot return  until this has been resolved ""    I remember distinctly hearing my name again as the first word.  I am still today trying to figure out the meaning of this and why it was shown to us or me,  and since it has happened I have not seen or heard anything.  * I have no photo,  although my Son is good with programs and he did a photo shop reconstruction and it is perfectly accurate.",St. Petersburg,FL,2005-08-14,Aug 2005,200508,2005,8,22:15:00,0.00,27.79451493,-82.67515963,cross,0.002083333,0.05,3,180.00,3 minutes,http://www.nuforc.org/webreports/060/S60573.html,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
NOT IN OUR ATMOSPHERE!!! 90-DEGREE TURNS!! FLASHING WITH INCREASED SPEED!!,"NOT IN OUR ATMOSPHERE!!! 90-DEGREE TURNS!! FLASHING WITH INCREASED SPEED!! It was the beginning of August, late at night, maybe a little past midnight. Two of my friends and myself were down the road from my house, lying in a field, looking at the stars.  A little solid white light caught my eye, so I pointed it out to my friends.  Both of them acknowledged it and were just as amazed as me.  They at first thought it was a plane, but I pointed out there were NO flashing lights or red lights. On top of that we all agreed that this thing was NOT in our atmosphere. They then decided it was a satellite, but were proven wrong when it made a 90-degree turn east. After its turn it shot stage right really fast and made another 90-degree turn north. It is hard to tell how far it traveled but from my perspective about four inches across the sky. After its second turn it came to a sudden stop, and started to flash slowly. The flashing lasted about 7 or 8 seconds and increased in speed until it shot outwards away from earth leaving a white trail behind it that slowly dissipated.  It was gone. ((NUFORC Note:  Date of sighting may be approximate.  PD))",Corfu,NY,2005-08-05,Aug 2005,200508,2005,8,00:37:00,0.00,42.9837,-78.3728,light,0.002083333,0.05,3,180.00,3 minutes,http://www.nuforc.org/webreports/061/S61774.html,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"Two adult males witness a large, fast-moving diamond-shaped craft in the morning sky.","Two adult males witness a large, fast-moving diamond-shaped craft in the morning sky. I am writing to report the sighting of a UFO in Lincoln County, Washington, U.S.A. In the middle of June 2005, I forget the exact date, my father and I were driving home from a fishing trip at approx. 11:30 a.m. heading east on Coffeepot Rd., 5 miles west of Harrington, Washington. We had just crested a hill when off to the right in the sky to the southwest a flash like the reflection of the sun off a mirror caught my eye. I turned in my seat and saw an object moving from the southwest to the northeast, at slow speed. From my vantage point it appeared to be at about a 40 degree angle from the horizon. As it moved across the sky it passed over the highway in front of us. Its profile I can only describe as flat, like a pane of glass. As it passed by it rolled toward us and revealed its shape, which appeared as that of a diamond. It then rolled to its former profile, paused, then darted away. I saw something similar a week later, but haven't since. ((NUFORC Note:  The two witnesses in this case are well known to our Center, and we consider them both to be unusuall capable observers, and exceptionally reliable.  Date of sighting may be approximate, although the witness does not indicate that fact.  PD))",Harrington,WA,2005-06-15,Jun 2005,200506,2005,6,11:30:00,0.00,47.4207,-118.3997,diamond,0.002083333,0.05,3,180.00,3 minutes,http://www.nuforc.org/webreports/064/S64068.html,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Object hovered and shot off at high rate of speed and then disappered,"Object hovered and shot off at high rate of speed and then disappered moved at high rate of speed then stoppped, above tree line. Hovered for a minute. Shot south and moved up rapidly at high speed and disappered ((NUFORC Note:  Witness elects to remain totally anonymous;  provides no contact information.  PD))",Chester,VA,2005-04-07,Apr 2005,200504,2005,4,00:00:00,0.00,37.34315152,-77.40858182,circle,0.002083333,0.05,3,180.00,3 min,http://www.nuforc.org/webreports/064/S64796.html,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Glowing orbs in various places and then a sweeping light across the mountain unlike anything I've ever seen.,"Glowing orbs in various places and then a sweeping light across the mountain unlike anything I've ever seen. I was fourteen, I live in Washington D.C, but I was up at our cabin in Montana with my whole family. My grandma, uncle, and I were outside looking at the stars. My uncle told us he saw a glowing light about fifteen feet in front of us. We all looked where he was pointing. For about 10 seconds ever 5 or so minutes, an extremely bright light about the shape and size of a softball would glow. It was white and extremely bright. Our cabin is pretty isolated so it is pitch dark except for the stars. After watching the glowing orb for about half an hour, I noticed there was another one in the trees to our left. We began to get a little freaked out and tried to come up with explanations, because we were all hardly ones to believe in UFOs. After watching the orb in the tree and the one in the tall grass 15 feet in front of us, we noticed one far in the distance on the top of Black Butte (the mountain in front of our cabin). At first we thought it was a star, because it was on the edge. But it was so bright and too big to be a star. At that point, it began to inch extremely slow in a straight line across the mountain. I really have no idea how to explain the next part of our sighting to you. We had been watching the orbs for give or take an hour and a half. We were frozen there, mesmerized by what was going on. All of the sudden, out of the pitch black, a bright white light swept across the side of the mountain, and across the field beneath the mountain next to our cabin. We could see everything in the light. Everything else was pitch black except for were the light was hitting, it was illuminating every tree, every blade of grass, everything in its path. I ran inside to get my dad and my grandpa, but by the time I got them to come out, everything was gone. We tried to explain what had just happened but it just sounded crazy. I know what I saw, and my uncle (33 at the time) and my grandma (64 at the time) know as well. {This was outside of Redlodge Montana, in-between Roscoe and Elk Lake, if it interests anyone}",Roscoe,MT,2005-07-04,Jul 2005,200507,2005,7,23:00:00,1.00,42.4256,-89.0083,other,0.002083333,0.05,3,180.00,two hours,http://www.nuforc.org/webreports/065/S65790.html,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
We were at the sturgis motorcycle rally that year and were sitting out on our deck late at night. We saw a light way up in the sky that,We were at the sturgis motorcycle rally that year and were sitting out on our deck late at night.  We saw a light way up in the sky that was vaguely circular.  The light flashed red green blue and yellow and  moved very fast and changed directions fast and sharp like no aircraft I have ever seen.   We saw this for a minute or so and then saw 2 military jets fly by in pursuit above our rental home. ((NUFORC Note:  Source of report indicates that the date of the incident is approximate.  PD)),Sturgis,SD,2005-08-10,Aug 2005,200508,2005,8,02:15:00,0.00,44.4192,-103.2643,flash,0.002083333,0.05,3,180.00,3 minutes,http://www.nuforc.org/webreports/067/S67704.html,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1
I have seen a UFO from 100 yards away.,"I have seen a UFO from 100 yards away. In July of 2005 I was living at my parent's house in Mora, MN. I was in their sunroom that has two windows to the south and five windows to the west. Their backyard backs up to some thick woods. To the south the tree line continues for at least a mile or so. I was in the sunroom watching TV, facing the west wall. Suddenly for no reason at all I turned my head to the south. Just above the tree line, no more than 100 yards from the house there was a large cigar shaped disk hovering above the tree line. I looked as though it had just come out of the woods but that was ridiculous because there was no clearing that it would have fit into that I knew of. And I know those woods pretty well. This object was about two to three minivans in length. It was a silver color with red lights revolving around the middle. It had a disk shape with a dome top. It stopped and teetered for a moment. Then it just zoomed (for lack of a better word) off into the sky. I mean it was just gone in an instant. It was July and the windows were open because my parents are too cheap to run the AC at night. There was a low hum coming from the machine and that could have been why I turned my head to the south. Although there was a hum, the trees sat perfectly still.  I was so scared I ran to all the windows and shut them. I then went upstairs and ran around to all the windows upstairs and closed and locked them. It was hot and humid but I didn't care. I have never been so scared in my whole life. I moved in with my fiancé two weeks later, but up until then every night I locked my window and my door at night. I haven't seen anything since then, however recently my brother and his friend watched a bright, non-blinking light move in the sky following the Snake River. At one point it stopped several times and made a 90 degree turn. My dad who is a non-believer also witnessed this from the front of his house two miles away. As an experienced pilot he knows that no planes, helicopters, or satellite moves the way this object did.! I don't know why we have seen all of these things, but I am sure there are others in Mora that have witnessed strange activity in the sky as well.  I am reporting this now as I saw a ""stock” photo of a UFO online today and I instantly burst into tears. I feel like a crime victim that is finally ready to confront the experience after years of holding it in. The only people I have told about this has been a few family members and my now-husband. I am not looking for ""fame and fortune”, I just want people to know that there is something out there and I have seen it up close. ((NUFORC Note:  Source of report indicates that the date of the incident is approximate.  PD))",Mora,MN,2005-07-13,Jul 2005,200507,2005,7,00:30:00,0.00,45.927,-93.3504,cigar,0.002083333,0.05,3,180.00,3 minutes,http://www.nuforc.org/webreports/068/S68796.html,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
Box shaped object spinning on corner changing colors while reflecting sunlight,"Box shaped object spinning on corner changing colors while reflecting sunlight On July 11, 2005 I was on my porch which faces east. At approximately 4:30 in the afternoon I looked to my left (north) and noticed an object that looked like a box that was turned on its corner and was rotating at a fast speed on that corner. It changed colors as the sun glistened off of its surface. I estimate that the object was half a mile away. It looked to be about one hundred feet in the air.  I thought the object might be a balloon or a kite but the prevailing winds were from the west and the object was moving west. As the object moved to the west it remained level in flight and it neither rose or lowered in elevation.  I watched the object for about three minutes and decided to go inside to get my binoculars. When I had returned to the patio the object was gone.",Carmichael,CA,2005-07-11,Jul 2005,200507,2005,7,16:30:00,0.00,38.62606812,-121.3248507,other,0.002083333,0.05,3,180.00,3 minutes,http://www.nuforc.org/webreports/073/S73202.html,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Four lights came together and made a cresent moon with sparkling lights.,"Four lights came together and made a cresent moon with sparklng lights. My wife and I were camping and night fishing when we saw four lights in the sky at about 4 in the morning.  We saw them moving, but in different directions they stoped in a shape that made a tirangle with the top cut off, like a saucer.    Then they moved in to each other and made a cresent moon shape that had a bunch of sparkling lights inside of the crescent moon. ((NUFORC Note:  Witness indicates that date of sighting is approximate.  PD))",Pendleton,KY,2005-06-15,Jun 2005,200506,2005,6,04:00:00,0.00,38.5167,-85.3461,light,0.002083333,0.05,3,180.00,3 min,http://www.nuforc.org/webreports/075/S75654.html,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Massive Triangle UFO Making a LOT of SOUND that shakes the windows,"Massive Triangle UFO Making a LOT of SOUND that shakes the windows I was with my family in the living room when I heard what sounded like a plane passing over.  However, the sound was so loud; it was shaking the windows of my house.  So, I went outside to see what it was, and I saw this massively large triangle shaped aircraft flying over my house.  There were multicolored lights on the bottom scattered across the entire aircraft.  The brightness of the lights was probably as bright as the red lights from a plane or helicopter after it blinks.  There were no lights on the top, sides, or back.  The size was at least 5 times, most likely larger, than the shape of a plane flying low over my house.  I live in multiple airplane highways, so I know what the planes and helicopters look like when they are high and low to the ground, and I know the paths they take.  This was not following a flight path that I am familiar with, and I lived in that house for over 10 years. ((NUFORC Note:  Witness indicates that the date of the sighting is approximate.  PD))",Nazareth,PA,2005-08-20,Aug 2005,200508,2005,8,21:00:00,0.00,40.753,-75.3062,triangle,0.002083333,0.05,3,180.00,2-3 minutes,http://www.nuforc.org/webreports/092/S92455.html,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Large boomerang object flies close to ground.,"Large boomerang object flies close to ground. A friend and I were sitting outside on a fort raised off the ground.  The sun had barely gone down and a storm clouds were coming from the north, you could see lightening and hear thunder in the distance. Once the boomerang object came into our view from the east, you could no longer hear the thunder though you could still see lightening.  It was traveling very very slowly.  Had a few circular lights.   Flew directly over us, very close to the ground.  Passed within a few minutes and continued on going east before we couldnt see it in the clouds.   Once it had passed you could hear the thunder once more. ((NUFORC Note:  Witness indicates that the date is approximate.  PD))",Wolf Point,MT,2005-08-15,Aug 2005,200508,2005,8,22:00:00,0.00,48.2847,-105.6693,other,0.002083333,0.05,3,180.00,3 minutes,http://www.nuforc.org/webreports/096/S96455.html,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
White sphere turns orange.,"White sphere turns orange Saw light about 300' above foothills near location of fire previous day - thought it was a helicopter with a spotlight looking for smoke.  Light kept drifting northward towards me for some time and then I realized it couldn't be a helecopter because it was totally silent and the light much larger than a spotlight.  As it passed in front of me, some minutes later, it instantly changed from white to 'baby asprin' orange and kept its pace up the foothills in a northward direction until it was out of sight.   Since my camera didn't work right I didn't get a picture until it was only an orange dot in the distance.   Previously reported to MUFON, but I haven't been able to locate the sighting on their map.   Estimate diameter of the sphere is 8'-20'.  It was really fun to see it and then they seemed to acknowledge my watching, as it changed color exactly 90 degrees to my location in front of the house.",Valley Springs,CA,2005-06-15,Jun 2005,200506,2005,6,02:30:00,0.00,38.161,-120.8414,sphere,0.002083333,0.05,3,180.00,3 minutes,http://www.nuforc.org/webreports/097/S97088.html,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"My Sister, my boyfriend, and I were driving back to our rural home in center city, MN.  As we were driving we noticed three triangular.","My Sister, my boyfriend, and I were driving back to our rural home in center city, MN.  As we were driving we noticed three triangular shaped objects, the best description I can give is upside down letter V shaped.  The objects were flying in a perfect shape of a triangle, the middle one slightly higher than the other two.  We brushed them off as planes and continued driving.  About 30 seconds later the three objects seemed to have moved hundreds of miles in seconds and were now directly behind the car and what seemed as only a few miles up in the sky.  They were a steely gray color, no lights.  We all three turned around and were terrified as the objects seemed to be getting closer.  We drove as fast as we could (80mph down an old gravel road) the remaining mile to our house.  When we reached the house the objects were still in the sky and seemed to have followed us.  We ran into the house to tell our parents.  When we came back outside the objects had seemi! ngly disappeared. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)) ((NUFORC Note:  Witness indicates that the date is approximate.  PD))",Center City,MN,2005-06-12,Jun 2005,200506,2005,6,15:00:00,0.00,45.4402,-92.787,triangle,0.002083333,0.05,3,180.00,3 minutes,http://www.nuforc.org/webreports/099/S99001.html,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
"Saucer flies straight towards us slowly from 45 degree angle down, zooms quickly straight backwards at same angle","Saucer flies straight towards us slowly from 45 degree angle down, zooms quickly straight backwards at same angle I was with a friend and we had just gotten home from her family reunion.  It was about 11 PM so it was dark out.  Her Dad walked inside ahead of us and her and I both stopped and looked up (I don't know why because we didn't hear nor see anything to make us turn).  Above her barn was this bright light, like a sliver in the sky.  I had no idea what it was.  As we stared at it, it very slowly got bigger and bigger.  It was very hard to tell how far away it was in correlation to its size because it glowed in the strangest way.  It didn't blink nor did it have lights that I could see.  More like it was just made of light.  The shape was like a smooshed football, kind of like () if it were horizontal and thinner.   It seemed to me like it was right in front/above us, it started out small above her barn then got very large as it traveled straight towards us, and due to it coming straight towards us like that it seemed like it grew in size (it didn't grow in size it was just the illusion).   It hovered in front of us for a little while and after a minute or so this thing zoomed straight backwards so far it disappeared/was too small to see anymore. Like this thing zoomed back and blinked out of existence.  The speed it zoomed back and how far away it got was like nothing I've ever seen before.   While I watched this scene, I was awestruck, I didn't feel anything at all, just watched it with no emotion.  I'm a very scared/cautious person, but I just stood there and watched this with no feelings towards it whatsoever. Once it disappeared my friend turned towards me and said, ""Did you see that?!"".  I replied, ""Oh thank god you saw it too!"".   We proceeded to go inside and tell her father and he said, ""Oh you crazy girls, you have quite the imaginations!"".  Which made me angry because I needed validation after such a sight.   We went upstairs to go to bed and she just falls right asleep before she even hits the pillow!  I was up ALL night and waited for the sun to rise before I could even close my eyes.  I was scared to death of looking out the windows but also of NOT looking out the windows.  It was a very nerve wracking night for me with plenty of hiding under the blankets and being too scared to move. ((NUFORC Note:  Source of report indicates that the date of the sighting is approximate.  PD))",Bainbridge,NY,2005-10-09,Oct 2005,200510,2005,10,23:00:00,0.00,42.323,-75.5074,disk,0.002083333,0.05,3,180.00,3 minutes,http://www.nuforc.org/webreports/136/S136665.html,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
"Well Trick or treating with my 2 daughters 13 and 11, I looked up to the sky as I often do.  My eye's fixed on what looked like 3 stars","Well Trick or treating with my 2 daughters 13 and 11, I looked up to the sky as I often do.  My eye's fixed on what looked like 3 stars, and I realized they were moving, and they were moving towards us.  The neighborhood that we live in is thickly populated but there were no other people near by at the moment.  We were at the corner of Granite reef and heatherbree in Scottsdale, AZ.  I was looking west, when I first noticed these lgihts(stars),  As they got closer, they must of been part of one craft, because thier movements seemed to be dependent upon each other.  I told the kids to look and they saw it too.  just about as it got over our heads it started turning towards the south, and elevating.  at what seemed like the point were it started elevating it wobbled for a sec or two, and then shot off and up to the south.  I never mentioned it to any one except my wife, and nothing was mentioned on the TV or Radio that I heard of.",Scottsdale,AZ,2005-10-31,Oct 2005,200510,2005,10,19:00:00,0.00,33.56413757,-111.905083,triangle,0.001388889,0.033333333,2,120.00,02:00mins,http://www.nuforc.org/webreports/049/S49625.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"On Halloween Night 2005, 3 Lights in shape of a triangle moving over Scottsdale, AZ.","On Halloween Night 2005, 3 Lights in shape of a triangle moving over Scottsdale, AZ. Well walking up Granite Reef, about 1/4 mile north of Indian School, with my 2 youngest daughters I saw what I thought was 3 stars in the shape of a triangle far off in the western sky.  Something about them caught my attention, and then I realized it was that they were moving towards us, all at once, together, as one it seemed.  I watched them for a few mins until I was sure of what I was seeing, then I told my daughters to look up and they saw them/it too.  They slowly came almost directly over our heads, and as they got near to us they started to bank and turn towards the south.  I didn't realize it at first but as they got closer to us they were also descending. I could see any edge or shape to this craft, but it was blocking out the view of the sky and stars behind it as it moved...  As it straightened out towards the south after making the turn, it wobbled once or twice and then shot off to the south 3 to 5 miles (estimate), also elevating as it moved, and then just stopped.  It covered this distance in the blink of an eye, but it also seemed like maybe who ever or what ever was controlling this thing, wasn't having the results they wanted.  The Movement was somewhat erratic and unstable.  Changing elevation and direction and stopping and going, and that wobble before it moved quickly to the south, just didn't seem as controlled as something that could move that fast and that quite should be.  I don't know what it was, but I have never seen a plane or helicopter that could move like that and not make a sound.",Scottsdale,AZ,2005-10-31,Oct 2005,200510,2005,10,19:30:00,0.00,33.56413757,-111.905083,triangle,0.001388889,0.033333333,2,120.00,2:00min,http://www.nuforc.org/webreports/049/S49911.html,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"descending blue light changes colors stops then rapidly disappears heading nothwesterly in waco,tx.","descending blue light changes colors stops then rapidly disappears heading nothwesterly in waco,tx. On the evening of 09/06/05 i was doing some stargazing.At exactly 9:17pm i was looking at the north star(polaris)and noticed a silver blue spec of light descending on the eastern side of polaris,as the descent continued the color changed from bluish to a redish orange.Once the craft passed polaris it stopped and was glowing a very bright orange.It stayed stationary for about 10 seconds and appeared to be cooling off because the color began to change back to the silver blue.After 10 seconds the craft proceded off in a northwesterly direction (310 degrees)at a very high rate of speed and faded from sight.my wife and daughter both seen it!this event repeated itself for the next three(3)nights.i called my brother and his wife over on 09/08/05 to witnees the event which happened at 9:17pm for four nights in a row! the 5th night was cloudy and we could not see anything at all.It seemed like a re-entry procedure of sorts!military ufo maybe,who knows.",Waco,TX,2005-09-06,Sep 2005,200509,2005,9,21:17:00,0.00,31.57359751,-97.1358486,light,0.001388889,0.033333333,2,120.00,2MINUTES,http://www.nuforc.org/webreports/050/S50082.html,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
cigar shaped body inside a clear bubble of 6 inches diameter passed bye at 2 foot distance,"cigar shaped body inside a clear bubble of 6 inches diameter passed bye at 2 foot distance looking East with sun in afternoon sky ie. western sky, I noticed a soap bubble type object ,ie like a bright shinny  ball bearing  about 6 inches in diameter coming straight to me  from out of the  woods and crossing a field of 600 ft depth. this object was about 4ft -4 1/2 ft above the ground . coming in a straight line to me , as it passed bye me  at only 2ft away and stomach level I could see the  spherical ball was clear as in a force field with cigar shaped object inside of it . the cigar was grey metal color but the nose 1/3 was black and  white striped and fuzzy as compared to the remaninder, it passed with no sound or moving parts. it continued  on in a very straight line and into pine trees, total length of clear viewing  is about 600 ft , speed  was about 5mph ((NUFORC Note:  Witness indicates that the date of the sighting is approximate.  PD))",Zeeland,MI,2005-07-15,Jul 2005,200507,2005,7,16:00:00,0.00,42.8554,-85.9714,cylinder,0.001388889,0.033333333,2,120.00,1-2 minutes,http://www.nuforc.org/webreports/050/S50959.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Moving light stops in mid-flight then vanishes,"Moving light stops in mid-flight then vanishes Looking up at the sky, just before the Altadena fireworks show, a young woman (who I had never met before) and I noticed a light, slightly bigger than a star, moving swiftly across the sky. The woman asked me if I thought it was a satellite and I said that I thought so, except it was moving too quickly.  The light stopped almost directly over our heads.  We both were surprised and she commented that she had never seen a satellite do that before.  We watched it for a moment longer and then - poof- it just disappeared. Vanished.",Altadena,CA,2005-07-04,Jul 2005,200507,2005,7,20:00:00,0.00,34.20038866,-118.1361485,light,0.001388889,0.033333333,2,120.00,2 minutes,http://www.nuforc.org/webreports/051/S51032.html,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3 objects with speeds unimaganable.,3 objects with speeds unimaganable. About 3 egg shaped objects flying over the public high school slower a than 1 mph then darting off into the sky at super fast speeds at more than 1000 mph.,Jefferson,GA,2005-12-24,Dec 2005,200512,2005,12,21:00:00,0.00,34.0964,-83.574,egg,0.001388889,0.033333333,2,120.00,1-2 minutes,http://www.nuforc.org/webreports/051/S51998.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the craft came without light or noise,"the craft came without light or noise the object slowly and witout noise moved into the valley above a abandoned camp ground , almost directly above our heads . The campground is called austin hotsprings , its common among the locals .The object then shot light that spun , there was another light in the middle spinning the other way this light was blue , the first light was very bright but one could look right into the source. also I would like to add that it flew in without the lights on so to speak. after the light show the object slowly moved away then its nose then slowly pointed up . the craft then started to move upward ,it then took off faster then we could see. the light was warm and we all agreed that we could feel it . none of us sleep that much anymore. we all seem to be hyper active like a child . ((NUFORC Note:  Witness elects to remain totally anonymous;  provides no contact information.  PD))",Estacada,OR,2005-08-12,Aug 2005,200508,2005,8,22:00:00,0.00,45.2082,-122.0669,teardrop,0.001388889,0.033333333,2,120.00,2min,http://www.nuforc.org/webreports/052/S52145.html,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Four lights over Parker Strip CA/AZ,"Four lights over Parker Strip CA/AZ Upon leaving my store after hours my stepson (age 13) and I heard a dull, constant roar coming from the desert mountains behind us.   We saw four strong lights penetrating the low cloud cover above a mountain north of our position. The lights would pulse on and off at irregular intervals. The sound could best be described as distant rolling thunder but very constant.  We watched for many seconds and wondered what it could be.  Then the four lights began to drift away to the north (toward Lake Havasu City, AZ) together leading me to believe it was one very large craft as opposed to four separate ones. The sound also diminished in proportion to the lights.  When I asked a local resident (I was new to the area then) days later, what that could have been.  He said the Marines were probably performing night manuevers in the desert with helicopters. I've been in the military and know the sound of helicopters...this was not that sound.  Our viewing distance was about 2 miles from the source and I could probably provide exact coordinates if you need them.",Earp,CA,2005-10-14,Oct 2005,200510,2005,10,21:30:00,0.00,34.1575,-114.3369,other,0.001388889,0.033333333,2,120.00,1-2 mins,http://www.nuforc.org/webreports/053/S53499.html,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
ufo while driving on exspress way,"ufo while driving on exspress way While driving in our car on the exspress way, I looked up and what I saw was a silver, gray shinny disk shape object.  It was a sunny day with only a few clouds.  The disk seem to just float, and then it just disappered.   When I spotted it I told my husband that it looks just like an ufo. There was no cloud trail if it was a jet. There were no wings, and it was oval disk shape, moving very slow it seemed to float.  there is no doubt what I saw was an ufo. ((NUFORC Note:  Witness indicates that the date of the incident is approximate.  PD)) ((NUFORC Note:  Witness elects to remain totally anonymous;  provides no contact information.  PD))",Flint,MI,2005-09-01,Sep 2005,200509,2005,9,15:00:00,0.00,43.01416474,-83.70674685,disk,0.001388889,0.033333333,2,120.00,about 2 minutes or so,http://www.nuforc.org/webreports/054/S54545.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
